NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수,매도,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지,대지위치_표제부,도로명대지위치_표제부,매칭단계
10564,서울특별시 관악구 신림동,일반,서울특별시 강서구 공항동 22-3번지,서울특별시 강서구 공항대로7나길 31 (공항동),제2종일반주거,교육연구,25m미만,3345.77,1700.8,"1,860,000",,법인,법인,202503,26,,1986.0,-,중개거래,"서울 강동구, 서울 관악구",서울특별시 강서구 공항동 22-3번지,서울특별시 강서구 공항대로7나길 31 (공항동),3단계: 오차범위±10%
10565,서울특별시 중구 을지로6가,집합,18-187,장충단로13길,일반상업,제1종근린생활,12m미만,25.46, ,"62,000",,개인,개인,202503,26,,1972.0,-,중개거래,서울 중구,,,매칭실패
10566,서울특별시 구로구 고척동,집합,250-131,고척로31길,제2종일반주거,제1종근린생활,12m미만,25.55, ,"8,000",1.0,개인,개인,202503,26,,2018.0,-,직거래,-,,,매칭실패
10567,서울특별시 중구 신당동,일반,서울특별시 중구 신당동 340-119번지,서울특별시 중구 다산로22길 6 (신당동),제3종일반주거,제1종근린생활,8m미만,562.35,198,"530,000",,법인,법인,202503,26,,1990.0,-,중개거래,서울 강남구,서울특별시 중구 신당동 340-119번지,서울특별시 중구 다산로22길 6 (신당동),1단계: 정확매칭
10568,서울특별시 은평구 대조동,집합,서울특별시 노원구 월계동 941번지,서울특별시 노원구 광운로19길 38 (월계동),일반상업,판매,25m이상,23.1, ,"10,000",,법인,개인,202503,26,,2005.0,-,직거래,-,서울특별시 노원구 월계동 941번지,서울특별시 노원구 광운로19길 38 (월계동),2단계: 건축년도+연면적
10569,서울특별시 도봉구 도봉동,일반,서울특별시 도봉구 도봉동 616-12번지,서울특별시 도봉구 도봉로 769 (도봉동),제2종일반주거,기타,25m이상,4694.36,1382.4,"2,350,000",,개인,개인,202503,26,,2023.0,-,중개거래,서울 동대문구,서울특별시 도봉구 도봉동 616-12번지,서울특별시 도봉구 도봉로 769 (도봉동),2단계: 건축년도+연면적
10570,서울특별시 중구 신당동,일반,서울특별시 중구 신당동 340-119번지,서울특별시 중구 다산로22길 6 (신당동),제3종일반주거,제1종근린생활,8m미만,562.35,198,"530,000",,법인,법인,202503,26,,1990.0,20250428,중개거래,서울 강남구,서울특별시 중구 신당동 340-119번지,서울특별시 중구 다산로22길 6 (신당동),1단계: 정확매칭
10571,서울특별시 강서구 화곡동,집합,355-30,곰달래로15가길,제2종일반주거,제2종근린생활,8m미만,48.06, ,"27,110",1.0,법인,법인,202503,26,,2021.0,-,직거래,-,,,매칭실패
10572,서울특별시 서대문구 홍제동,일반,서울특별시 서대문구 홍제동 287-216번지,서울특별시 서대문구 간호대로3길 24-8 (홍제동),제2종일반주거,제2종근린생활,8m미만,467.68,272,"159,000",,법인,개인,202503,26,,2002.0,-,중개거래,서울 서대문구,서울특별시 서대문구 홍제동 287-216번지,서울특별시 서대문구 간호대로3길 24-8 (홍제동),1단계: 정확매칭
10573,서울특별시 중구 초동,일반,서울특별시 중구 초동 18-2번지,서울특별시 중구 충무로4길 6 (초동),일반상업,제2종근린생활,8m미만,614.8,37.53,"135,000",,법인,개인,202503,26,지분,1960.0,-,직거래,-,서울특별시 중구 초동 18-2번지,서울특별시 중구 충무로4길 6 (초동),2단계: 건축년도+연면적
10574,서울특별시 강서구 마곡동,집합,757,마곡중앙로,일반상업,업무,25m미만,28.12, ,"19,000",,개인,개인,202503,26,,2017.0,-,중개거래,서울 강서구,,,매칭실패
10575,서울특별시 강남구 역삼동,일반,서울특별시 강서구 가양동 1479-3번지,서울특별시 강서구 양천로 443-36 (가양동),일반상업,제1종근린생활,12m미만,1483.65,345.9,"2,480,000",,법인,법인,202503,26,,1994.0,-,중개거래,서울 강남구,서울특별시 강서구 가양동 1479-3번지,서울특별시 강서구 양천로 443-36 (가양동),3단계: 오차범위±10%
10576,서울특별시 강남구 역삼동,집합,825-24,강남대로84길,일반상업,제2종근린생활,12m미만,8.98, ,"26,700",,개인,개인,202503,26,,2014.0,-,중개거래,서울 강남구,,,매칭실패
10577,서울특별시 금천구 시흥동,집합,849-9,독산로27길,제2종일반주거,제2종근린생활,8m미만,28.08, ,"7,000",1.0,개인,개인,202503,26,,2012.0,-,직거래,-,,,매칭실패
10578,서울특별시 용산구 한강로2가,집합,15-47,,일반상업,판매,12m미만,8.82, ,"25,000",,개인,개인,202503,26,,,-,중개거래,서울 용산구,,,매칭실패
10579,서울특별시 용산구 한강로2가,일반,서울특별시 용산구 한강로2가 22번지,서울특별시 용산구 한강대로52길 25-5 (한강로2가),제2종일반주거,제2종근린생활,8m미만,959.61,334.2,"1,000,000",,법인,개인,202503,26,,1994.0,-,직거래,-,서울특별시 용산구 한강로2가 22번지,서울특별시 용산구 한강대로52길 25-5 (한강로2가),1단계: 정확매칭
10580,서울특별시 종로구 당주동,집합,5,새문안로5길,일반상업,제1종근린생활,25m미만,22.4, ,"21,000",,개인,개인,202503,25,,1985.0,-,직거래,-,,,매칭실패
10581,서울특별시 용산구 보광동,일반,서울특별시 용산구 보광동 217-66번지,서울특별시 용산구 장문로 85 (보광동),제2종일반주거,제1종근린생활,25m미만,190.55,131,"600,000",,개인,개인,202503,25,,1981.0,-,중개거래,"서울 서초구, 서울 용산구",서울특별시 용산구 보광동 217-66번지,서울특별시 용산구 장문로 85 (보광동),1단계: 정확매칭
10582,서울특별시 성동구 행당동,집합,347,행당로9길,제3종일반주거,제2종근린생활,25m미만,11.25, ,"9,000",2.0,개인,개인,202503,25,,2000.0,-,중개거래,서울 성동구,,,매칭실패
10583,서울특별시 성동구 행당동,집합,347,행당로9길,제3종일반주거,제2종근린생활,25m미만,22.5, ,"18,000",2.0,개인,개인,202503,25,,2000.0,-,중개거래,서울 성동구,,,매칭실패
10584,서울특별시 성동구 성수동1가,일반,서울특별시 광진구 군자동 200-28번지,서울특별시 광진구 능동로29가길 14 (군자동),준공업,제1종근린생활,12m미만,128.26,100.2,"850,000",,법인,개인,202503,25,,1972.0,-,중개거래,서울 성동구,서울특별시 광진구 군자동 200-28번지,서울특별시 광진구 능동로29가길 14 (군자동),2단계: 건축년도+연면적
10585,서울특별시 구로구 구로동,집합,636-62,경인로54길,준공업,판매,25m이상,17.64, ,"11,000",,개인,개인,202503,25,,,-,중개거래,서울 구로구,,,매칭실패
10586,서울특별시 구로구 구로동,집합,636-62,경인로54길,준공업,판매,25m이상,17.1, ,"6,000",,개인,개인,202503,25,,,-,중개거래,서울 구로구,,,매칭실패
10587,서울특별시 성북구 삼선동3가,집합,115-1,보문로29다길,제3종일반주거,제1종근린생활,25m미만,63.93, ,"65,000",1.0,개인,개인,202503,25,,2008.0,-,직거래,-,,,매칭실패
10588,서울특별시 양천구 신정동,집합,1315-9,,일반상업,업무,25m이상,36.0, ,"38,000",,개인,개인,202503,25,,1981.0,-,중개거래,서울 양천구,,,매칭실패
10589,서울특별시 종로구 관훈동,일반,서울특별시 종로구 관훈동 56-2번지,서울특별시 종로구 인사동12길 12-1 (관훈동),일반상업,제2종근린생활,8m미만,55.54,92.6,"160,000",,개인,개인,202503,25,,1947.0,-,직거래,-,서울특별시 종로구 관훈동 56-2번지,서울특별시 종로구 인사동12길 12-1 (관훈동),1단계: 정확매칭
10590,서울특별시 강남구 대치동,일반,서울특별시 강남구 대치동 995-22번지,서울특별시 강남구 테헤란로104길 10 (대치동),제3종일반주거,제2종근린생활,25m미만,1616.07,355.4,"2,921,536",,법인,법인,202503,25,,1993.0,-,중개거래,"서울 강남구, 서울 서초구",서울특별시 강남구 대치동 995-22번지,서울특별시 강남구 테헤란로104길 10 (대치동),1단계: 정확매칭
10591,서울특별시 강남구 대치동,일반,서울특별시 강남구 대치동 995-21번지,서울특별시 강남구 테헤란로104길 8 (대치동),제3종일반주거,제2종근린생활,25m미만,1299.26,393.4,"3,291,726",,법인,법인,202503,25,,1989.0,-,중개거래,"서울 강남구, 서울 서초구",서울특별시 강남구 대치동 995-21번지,서울특별시 강남구 테헤란로104길 8 (대치동),1단계: 정확매칭
10592,서울특별시 동대문구 용두동,집합,787,왕산로,일반상업,제1종근린생활,25m이상,6.87, ,"3,000",6.0,개인,개인,202503,25,,2005.0,-,직거래,-,,,매칭실패
10593,서울특별시 성북구 상월곡동,일반,서울특별시 성북구 상월곡동 7-143번지,서울특별시 성북구 화랑로19길 68 (상월곡동),제2종일반주거,제2종근린생활,12m미만,667.56,334,"440,000",,법인,개인,202503,25,,2022.0,-,중개거래,"서울 강남구, 서울 성북구",서울특별시 성북구 상월곡동 7-143번지,서울특별시 성북구 화랑로19길 68 (상월곡동),1단계: 정확매칭
10594,서울특별시 성북구 상월곡동,일반,서울특별시 성북구 상월곡동 7-143번지,서울특별시 성북구 화랑로19길 68 (상월곡동),제2종일반주거,제2종근린생활,12m미만,667.56,334,"440,000",,법인,개인,202503,25,,2022.0,20250404,중개거래,서울 성북구,서울특별시 성북구 상월곡동 7-143번지,서울특별시 성북구 화랑로19길 68 (상월곡동),1단계: 정확매칭
10595,서울특별시 강서구 공항동,일반,서울특별시 강서구 공항동 677-14번지,서울특별시 강서구 방화대로5길 38 (공항동),제2종일반주거,제1종근린생활,12m미만,317.16,162.3,"170,000",,개인,개인,202503,25,,2020.0,-,중개거래,서울 강서구,서울특별시 강서구 공항동 677-14번지,서울특별시 강서구 방화대로5길 38 (공항동),1단계: 정확매칭
10596,서울특별시 금천구 독산동,집합,1155,시흥대로,준주거,판매,25m이상,79.99, ,"49,000",2.0,개인,개인,202503,25,,2018.0,-,중개거래,서울 금천구,,,매칭실패
10597,서울특별시 금천구 독산동,집합,1008-11,시흥대로105길,근린상업,제2종근린생활,12m미만,84.66, ,"66,216",2.0,개인,법인,202503,25,,2023.0,-,직거래,-,,,매칭실패
10598,서울특별시 중구 신당동,일반,서울특별시 중구 신당동 251-84번지,서울특별시 중구 퇴계로73가길 23 (신당동),일반상업,제1종근린생활,8m미만,1142.76,104,"120,000",,법인,개인,202503,25,지분,1984.0,-,직거래,-,서울특별시 중구 신당동 251-84번지,서울특별시 중구 퇴계로73가길 23 (신당동),2단계: 건축년도+연면적
10599,서울특별시 강서구 마곡동,집합,798-14,마곡중앙1로,준주거,업무,25m미만,49.45, ,"43,777",6.0,법인,법인,202503,25,,2019.0,-,중개거래,서울 강서구,,,매칭실패
10600,서울특별시 강서구 마곡동,집합,798-14,마곡중앙1로,준주거,업무,25m미만,46.0, ,"40,723",6.0,법인,법인,202503,25,,2019.0,-,중개거래,서울 강서구,,,매칭실패
10601,서울특별시 강남구 역삼동,집합,642-16,테헤란로,일반상업,업무,25m이상,318.46, ,"477,400",3.0,법인,법인,202503,25,,1994.0,-,중개거래,"서울 강남구, 서울 영등포구",,,매칭실패
10602,서울특별시 강남구 역삼동,집합,642-16,테헤란로,일반상업,업무,25m이상,201.1, ,"292,600",3.0,법인,법인,202503,25,,1994.0,-,중개거래,"서울 강남구, 서울 영등포구",,,매칭실패
10603,서울특별시 중구 산림동,집합,207-1,청계천로,일반상업,판매,25m이상,14.21, ,"15,000",,법인,개인,202503,25,,1971.0,-,중개거래,서울 중구,,,매칭실패
10604,서울특별시 중구 산림동,집합,207-1,청계천로,일반상업,판매,25m이상,14.21, ,"15,000",,법인,개인,202503,25,,1971.0,-,중개거래,서울 중구,,,매칭실패
10605,서울특별시 도봉구 창동,일반,서울특별시 도봉구 창동 609-44번지,서울특별시 도봉구 도봉로110아길 57-2 (창동),준공업,제2종근린생활,8m미만,722.68,416.8,"350,000",,개인,개인,202503,25,,1973.0,20250923,중개거래,"서울 강북구, 서울 노원구, 서울 도봉구",서울특별시 도봉구 창동 609-44번지,서울특별시 도봉구 도봉로110아길 57-2 (창동),2단계: 건축년도+연면적
10606,서울특별시 도봉구 창동,일반,서울특별시 도봉구 창동 609-45번지,서울특별시 도봉구 도봉로110아길 57-6 (창동),준공업,제1종근린생활,8m미만,582.22,242,"168,400",,개인,개인,202503,25,,1988.0,20250923,중개거래,"서울 강북구, 서울 노원구, 서울 도봉구",서울특별시 도봉구 창동 609-45번지,서울특별시 도봉구 도봉로110아길 57-6 (창동),2단계: 건축년도+연면적
10607,서울특별시 송파구 가락동,집합,36342,중대로,일반상업,업무,25m이상,76.86, ,"51,200",4.0,개인,법인,202503,25,,2007.0,-,직거래,-,,,매칭실패
10608,서울특별시 강동구 길동,집합,456,진황도로,일반상업,제1종근린생활,25m미만,6.99, ,"24,450",1.0,개인,법인,202503,25,,2024.0,-,직거래,-,,,매칭실패
10609,서울특별시 영등포구 당산동2가,집합,47515,영등포로,준공업,제2종근린생활,25m이상,21.0, ,"11,000",,개인,개인,202503,25,,1987.0,-,중개거래,서울 영등포구,,,매칭실패
10610,서울특별시 송파구 문정동,집합,150-20,,제3종일반주거,제2종근린생활,25m미만,32.77, ,"58,500",,개인,개인,202503,25,,1988.0,-,중개거래,서울 송파구,,,매칭실패
10611,서울특별시 강동구 성내동,집합,320-23,천호옛길,제3종일반주거,제2종근린생활,25m미만,77.61, ,"33,000",3.0,법인,개인,202503,25,,2003.0,-,중개거래,서울 강동구,,,매칭실패
10612,서울특별시 영등포구 신길동,일반,서울특별시 영등포구 신길동 100-21번지,서울특별시 영등포구 도신로 258 (신길동),제2종일반주거,제1종근린생활,25m이상,676.04,333,"510,000",,법인,개인,202503,25,,1978.0,-,중개거래,서울 강남구,서울특별시 영등포구 신길동 100-21번지,서울특별시 영등포구 도신로 258 (신길동),2단계: 건축년도+연면적
10613,서울특별시 서초구 서초동,집합,1306-4,서초대로77길,일반상업,제1종근린생활,12m미만,77.42, ,"137,750",10.0,개인,법인,202503,24,,2010.0,-,중개거래,경기 시흥시,,,매칭실패
10614,서울특별시 서초구 서초동,집합,1306-4,서초대로77길,일반상업,제1종근린생활,12m미만,136.16, ,"242,250",10.0,개인,법인,202503,24,,2010.0,-,중개거래,경기 시흥시,,,매칭실패
10615,서울특별시 서초구 서초동,집합,1306-4,서초대로77길,일반상업,제1종근린생활,12m미만,77.42, ,"137,750",10.0,개인,법인,202503,24,,2010.0,20250417,중개거래,경기 시흥시,,,매칭실패
10616,서울특별시 서초구 서초동,집합,1306-4,서초대로77길,일반상업,제1종근린생활,12m미만,136.16, ,"242,250",10.0,개인,법인,202503,24,,2010.0,20250417,중개거래,경기 시흥시,,,매칭실패
10617,서울특별시 서초구 서초동,집합,1445-3,효령로,일반상업,판매,25m이상,11.78, ,"4,000",,개인,개인,202503,24,,1997.0,-,직거래,-,,,매칭실패
10618,서울특별시 송파구 송파동,집합,167-1,오금로32길,제3종일반주거,제1종근린생활,25m미만,47.12, ,"77,000",1.0,개인,개인,202503,24,,,-,중개거래,"서울 송파구, 서울 중랑구",,,매칭실패
10619,서울특별시 송파구 문정동,집합,620,새말로,유통상업,판매,25m이상,70.39, ,"129,000",,개인,개인,202503,24,,2013.0,-,중개거래,서울 강남구,,,매칭실패
10620,서울특별시 강동구 천호동,일반,서울특별시 강동구 천호동 217-62번지,서울특별시 강동구 천중로27길 3-5 (천호동),제2종일반주거,제2종근린생활,25m미만,92.04,20,"34,000",,개인,개인,202503,24,지분,2024.0,-,직거래,-,서울특별시 강동구 천호동 217-62번지,서울특별시 강동구 천중로27길 3-5 (천호동),2단계: 건축년도+연면적
10621,서울특별시 서초구 양재동,집합,215,매헌로,일반상업,판매,25m이상,20.73, ,"22,500",,법인,법인,202503,24,,2005.0,-,직거래,-,,,매칭실패
10622,서울특별시 종로구 창성동,일반,서울특별시 종로구 창성동 130-5번지,서울특별시 종로구 자하문로10길 9-4 (창성동),제2종일반주거,제1종근린생활,8m미만,200.92,113.2,"278,000",,법인,개인,202503,24,,2013.0,-,중개거래,서울 강남구,서울특별시 종로구 창성동 130-5번지,서울특별시 종로구 자하문로10길 9-4 (창성동),2단계: 건축년도+연면적
10623,서울특별시 서초구 반포동,집합,46023,반포대로,제3종일반주거,제2종근린생활,25m이상,40.32, ,"147,000",2.0,개인,개인,202503,24,,,-,중개거래,서울 서초구,,,매칭실패
10624,서울특별시 영등포구 당산동2가,집합,47515,영등포로,준공업,제2종근린생활,25m이상,15.0, ,"10,000",,법인,개인,202503,24,,1987.0,-,중개거래,서울 영등포구,,,매칭실패
10625,서울특별시 송파구 잠실동,집합,46195,올림픽로,제3종일반주거,판매,25m이상,12.76, ,"33,000",,개인,개인,202503,24,,2008.0,-,중개거래,서울 송파구,,,매칭실패
10626,서울특별시 중랑구 중화동,집합,330-108,중랑천로,제2종일반주거,제2종근린생활,8m미만,24.71, ,"22,000",1.0,개인,개인,202503,24,,2023.0,20250507,중개거래,서울 중랑구,,,매칭실패
10627,서울특별시 종로구 종로5가,일반,서울특별시 종로구 종로5가 503-8번지,서울특별시 종로구 종로36나길 10 (종로5가),일반상업,제1종근린생활,8m미만,145.46,96.9,"146,000",,개인,개인,202503,24,,1958.0,-,중개거래,서울 종로구,서울특별시 종로구 종로5가 503-8번지,서울특별시 종로구 종로36나길 10 (종로5가),2단계: 건축년도+연면적
10628,서울특별시 은평구 구산동,집합,46041,연서로13길,제2종일반주거,제1종근린생활,12m미만,28.41, ,"27,000",1.0,개인,법인,202503,24,,2023.0,-,중개거래,서울 은평구,,,매칭실패
10629,서울특별시 용산구 용산동3가,집합,46145,한강대로62길,제2종일반주거,제1종근린생활,8m미만,21.54, ,"18,000",1.0,개인,개인,202503,24,,2008.0,20250418,중개거래,서울 용산구,,,매칭실패
10630,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,기타,25m미만,23.59, ,"10,300",,개인,개인,202503,24,,1984.0,-,중개거래,서울 마포구,,,매칭실패
10631,서울특별시 양천구 신정동,일반,서울특별시 양천구 신정동 114-6번지,서울특별시 양천구 신목로 37-2 (신정동),제3종일반주거,제1종근린생활,25m이상,478.82,175,"292,500",,법인,개인,202503,24,,1994.0,-,중개거래,서울 강남구,서울특별시 양천구 신정동 114-6번지,서울특별시 양천구 신목로 37-2 (신정동),1단계: 정확매칭
10632,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,기타,25m미만,23.59, ,"10,300",,개인,개인,202503,24,,1984.0,20250410,중개거래,서울 마포구,,,매칭실패
10633,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,기타,25m미만,23.59, ,"10,300",,개인,개인,202503,24,,1984.0,20250410,중개거래,서울 마포구,,,매칭실패
10634,서울특별시 용산구 한강로2가,집합,15-37,청파로,제3종일반주거,제1종근린생활,12m미만,20.7, ,"26,000",,개인,개인,202503,24,,1993.0,-,직거래,-,,,매칭실패
10635,서울특별시 마포구 서교동,일반,서울특별시 마포구 서교동 457-3번지,서울특별시 마포구 잔다리로 124 (서교동),제2종일반주거,제2종근린생활,25m미만,459.63,194,"580,000",,법인,법인,202503,24,,1984.0,-,중개거래,서울 강남구,서울특별시 마포구 서교동 457-3번지,서울특별시 마포구 잔다리로 124 (서교동),1단계: 정확매칭
10636,서울특별시 구로구 오류동,집합,33-33,경인로,일반상업,제1종근린생활,25m이상,54.4, ,"69,700",1.0,개인,개인,202503,24,,2007.0,-,중개거래,서울 구로구,,,매칭실패
10637,서울특별시 강서구 마곡동,집합,774-1,공항대로,일반상업,업무,25m이상,31.45, ,"24,000",11.0,법인,개인,202503,24,,2019.0,-,직거래,-,,,매칭실패
10638,서울특별시 종로구 종로6가,집합,262-1,종로,일반상업,판매,25m이상,7.34, ,"34,500",11.0,개인,개인,202503,24,,,-,중개거래,서울 종로구,,,매칭실패
10639,서울특별시 종로구 삼청동,일반,3*,삼청로4길,제1종일반주거,제2종근린생활,8m미만,42.98,82.6,"92,000",,개인,개인,202503,24,,,-,중개거래,서울 용산구,,,매칭실패
10640,서울특별시 중구 신당동,일반,서울특별시 중구 신당동 346-422번지,서울특별시 중구 다산로14길 23 (신당동),제3종일반주거,제1종근린생활,8m미만,449.45,182,"400,000",,개인,법인,202503,24,,1989.0,-,중개거래,서울 강남구,서울특별시 중구 신당동 346-422번지,서울특별시 중구 다산로14길 23 (신당동),1단계: 정확매칭
10641,서울특별시 중구 신당동,일반,서울특별시 중구 신당동 346-422번지,서울특별시 중구 다산로14길 23 (신당동),제3종일반주거,제1종근린생활,8m미만,449.45,182,"400,000",,개인,법인,202503,24,,1989.0,20250423,중개거래,서울 강남구,서울특별시 중구 신당동 346-422번지,서울특별시 중구 다산로14길 23 (신당동),1단계: 정확매칭
10642,서울특별시 강남구 대치동,집합,507,남부순환로,제3종일반주거,제2종근린생활,25m이상,119.25, ,"212,500",3.0,법인,개인,202503,24,,2003.0,-,중개거래,서울 강남구,,,매칭실패
10643,서울특별시 강남구 대치동,집합,511,삼성로,제3종일반주거,판매,25m이상,17.93, ,"139,000",1.0,개인,개인,202503,24,,,-,중개거래,서울 강남구,,,매칭실패
10644,서울특별시 성동구 응봉동,집합,15,고산자로,제3종일반주거,제2종근린생활,25m이상,41.15, ,"36,000",,개인,개인,202503,24,지분,,-,중개거래,서울 성동구,,,매칭실패
10645,서울특별시 마포구 상암동,집합,1601,월드컵북로,일반상업,업무,25m미만,627.22, ,"390,800",18.0,법인,법인,202503,24,,2007.0,-,직거래,-,,,매칭실패
10646,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,기타,25m미만,23.59, ,"10,300",,개인,개인,202503,24,,1984.0,20250417,중개거래,서울 마포구,,,매칭실패
10647,서울특별시 금천구 시흥동,일반,서울특별시 금천구 시흥동 265-4번지,서울특별시 금천구 금하로 757-1 (시흥동),제2종일반주거,제1종근린생활,25m미만,114.51,67,"87,000",,개인,개인,202503,24,,2000.0,20250718,중개거래,서울 강남구,서울특별시 금천구 시흥동 265-4번지,서울특별시 금천구 금하로 757-1 (시흥동),1단계: 정확매칭
10648,서울특별시 금천구 시흥동,일반,서울특별시 금천구 시흥동 265-4번지,서울특별시 금천구 금하로 757-1 (시흥동),제2종일반주거,제1종근린생활,25m미만,114.51,67,"87,000",,법인,개인,202503,24,,2000.0,20250731,중개거래,서울 강남구,서울특별시 금천구 시흥동 265-4번지,서울특별시 금천구 금하로 757-1 (시흥동),1단계: 정확매칭
10649,서울특별시 마포구 연남동,집합,487-88,성미산로17길,제2종일반주거,제2종근린생활,8m미만,85.86, ,"40,000",1.0,개인,개인,202503,24,,2002.0,-,직거래,-,,,매칭실패
10650,서울특별시 양천구 신정동,집합,201-1,목동남로4길,제2종일반주거,제2종근린생활,25m미만,15.57, ,"30,300",1.0,개인,개인,202503,24,,2008.0,-,중개거래,서울 양천구,,,매칭실패
10651,서울특별시 금천구 시흥동,집합,994-9,시흥대로,일반상업,제1종근린생활,25m이상,61.41, ,"56,994",6.0,개인,개인,202503,23,,2022.0,-,중개거래,서울 금천구,,,매칭실패
10652,서울특별시 구로구 구로동,집합,46106,새말로,일반상업,판매,25m이상,10.33, ,"1,000",,개인,개인,202503,23,,2007.0,-,중개거래,서울 구로구,,,매칭실패
10653,서울특별시 금천구 시흥동,집합,994-9,시흥대로,일반상업,제1종근린생활,25m이상,123.17, ,"114,316",6.0,개인,개인,202503,23,,2022.0,-,중개거래,서울 금천구,,,매칭실패
10654,서울특별시 용산구 한남동,집합,서울특별시 동대문구 청량리동 434번지,서울특별시 동대문구 홍릉로12길 22 (청량리동),제1종일반주거,숙박,25m이상,124.5, ,"160,000",3.0,법인,개인,202503,23,,1972.0,-,직거래,-,서울특별시 동대문구 청량리동 434번지,서울특별시 동대문구 홍릉로12길 22 (청량리동),2단계: 건축년도+연면적
10655,서울특별시 금천구 시흥동,집합,994-9,시흥대로,일반상업,제1종근린생활,25m이상,58.65, ,"54,440",6.0,개인,개인,202503,23,,2022.0,-,중개거래,서울 금천구,,,매칭실패
10656,서울특별시 구로구 신도림동,집합,410-13,경인로,준공업,업무,25m이상,33.6, ,"23,200",,개인,개인,202503,23,,,-,중개거래,서울 구로구,,,매칭실패
10657,서울특별시 성북구 하월곡동,집합,222,화랑로5길,제3종일반주거,제2종근린생활,25m미만,27.41, ,"20,000",1.0,개인,개인,202503,22,,2003.0,-,중개거래,서울 성북구,,,매칭실패
10658,서울특별시 강남구 신사동,집합,512-9,압구정로2길,제2종일반주거,제1종근린생활,12m미만,164.81, ,"162,500",6.0,법인,개인,202503,22,,2003.0,-,중개거래,서울 강남구,,,매칭실패
10659,서울특별시 용산구 원효로2가,집합,65-17,원효로56길,제3종일반주거,제2종근린생활,8m미만,69.36, ,"27,000",,개인,개인,202503,22,,2008.0,-,직거래,-,,,매칭실패
10660,서울특별시 중구 주교동,집합,46041,동호로37길,일반상업,제1종근린생활,12m미만,16.33, ,"10,000",,개인,개인,202503,22,,1976.0,-,중개거래,서울 중구,,,매칭실패
10661,서울특별시 노원구 중계동,집합,586,덕릉로,제3종일반주거,제2종근린생활,25m이상,23.12, ,"12,500",,개인,개인,202503,22,,1998.0,-,직거래,-,,,매칭실패
10662,서울특별시 노원구 중계동,집합,586,덕릉로,제3종일반주거,제2종근린생활,25m이상,23.12, ,"12,500",,개인,개인,202503,22,,1998.0,-,직거래,-,,,매칭실패
10663,서울특별시 노원구 중계동,집합,366-6,한글비석로,일반상업,판매,25m이상,18.03, ,"1,500",,개인,개인,202503,22,지분,1993.0,-,중개거래,서울 노원구,,,매칭실패
10664,서울특별시 노원구 공릉동,집합,111,화랑로51길,제3종일반주거,제2종근린생활,25m미만,34.43, ,"38,000",1.0,개인,개인,202503,22,,2000.0,-,직거래,-,,,매칭실패
10665,서울특별시 동작구 노량진동,일반,서울특별시 동작구 노량진동 273-25번지,서울특별시 동작구 등용로4길 124 (노량진동),제3종일반주거,제1종근린생활,8m미만,485.64,129,"212,000",,개인,개인,202503,22,,1991.0,20250729,중개거래,서울 동작구,서울특별시 동작구 노량진동 273-25번지,서울특별시 동작구 등용로4길 124 (노량진동),2단계: 건축년도+연면적
10666,서울특별시 강동구 천호동,집합,453-19,천호대로157길,일반상업,판매,12m미만,6.75, ,"1,000",2.0,개인,개인,202503,22,,2003.0,-,직거래,-,,,매칭실패
10667,서울특별시 영등포구 도림동,집합,819,도영로,준공업,업무,25m이상,29.38, ,"15,000",11.0,개인,개인,202503,22,,2004.0,-,중개거래,서울 영등포구,,,매칭실패
10668,서울특별시 관악구 봉천동,일반,서울특별시 관악구 봉천동 1520-31번지,서울특별시 관악구 남부순환로202길 18-3 (봉천동),제2종일반주거,제2종근린생활,8m미만,422.95,165.3,"200,000",,법인,개인,202503,22,,2011.0,20251020,중개거래,서울 관악구,서울특별시 관악구 봉천동 1520-31번지,서울특별시 관악구 남부순환로202길 18-3 (봉천동),1단계: 정확매칭
10669,서울특별시 서초구 양재동,집합,46330,남부순환로350길,일반상업,제2종근린생활,12m미만,116.81, ,"170,000",,개인,개인,202503,21,,2022.0,-,중개거래,서울 서초구,,,매칭실패
10670,서울특별시 송파구 신천동,집합,7,올림픽로35길,제1종일반주거,제2종근린생활,25m이상,17.85, ,"47,000",,개인,개인,202503,21,,1979.0,-,중개거래,서울 송파구,,,매칭실패
10671,서울특별시 송파구 잠실동,집합,230-2,백제고분로,제2종일반주거,판매,25m이상,8.18, ,"4,000",,개인,개인,202503,21,,1981.0,-,직거래,-,,,매칭실패
10672,서울특별시 송파구 문정동,집합,651-11,법원로8길,일반상업,제2종근린생활,25m미만,32.11, ,"53,259",1.0,개인,개인,202503,21,,2024.0,-,중개거래,서울 송파구,,,매칭실패
10673,서울특별시 영등포구 신길동,집합,1279,영등포로86길,제2종일반주거,제1종근린생활,12m미만,69.93, ,"65,000",1.0,개인,개인,202503,21,,2020.0,-,직거래,-,,,매칭실패
10674,서울특별시 송파구 신천동,집합,7,올림픽로35길,제1종일반주거,제2종근린생활,25m이상,17.85, ,"47,000",,개인,개인,202503,21,,1979.0,-,중개거래,서울 송파구,,,매칭실패
